1,479113.537,2370274.833,15.280,
2,479417.476,2369926.804,10.330,
3,479128.647,2370230.772,15.420,
4,479331.869,2370077.695,11.310,
5,479409.225,2370005.658,10.460,
6,479111.103,2369823.375,9.722,
7,479105.423,2369817.427,10.419,
8,479099.916,2369824.495,10.591,
9,479097.010,2369836.100,10.766,
10,479092.483,2370285.137,15.360,
11,479135.595,2370250.215,14.570,
12,479096.393,2370243.423,15.360,
13,479092.114,2369848.977,10.606,
14,479120.941,2369816.476,9.559,
15,479085.176,2369811.691,10.601,
16,479111.233,2369811.451,10.242,
17,479288.503,2369805.727,11.268,
18,479124.070,2369802.581,9.316,
19,479112.898,2369801.158,10.218,
20,479118.917,2369798.610,9.456,
21,479123.775,2369789.305,10.041,
22,479256.512,2369780.960,11.112,
23,479242.193,2369787.084,11.223,
24,479073.497,2370264.747,15.550,
25,479069.359,2370197.497,15.090,
26,479066.460,2370238.173,15.740,
27,479049.196,2370250.440,15.900,
28,479040.848,2370245.677,15.980,
29,479068.428,2370229.360,15.500,
30,479035.224,2370229.265,16.050,
31,479047.602,2370222.342,15.970,
32,479070.063,2370219.779,15.470,
33,479030.382,2370214.028,16.220,
34,479053.334,2370213.712,15.540,
35,479029.430,2370304.325,15.560,
36,479028.807,2370343.118,16.270,
37,479012.199,2370349.726,16.640,
38,479002.402,2370361.927,16.980,
39,478997.507,2370344.639,16.880,
40,479417.816,2369776.425,8.159,
41,479400.118,2369793.906,8.860,
42,479385.475,2369908.924,10.308,
43,479384.214,2369894.514,10.348,
44,479348.014,2369869.275,12.030,
45,479340.223,2369838.110,11.370,
46,479327.896,2369797.151,10.320,
47,479318.092,2369809.675,10.560,
48,479278.533,2369823.480,12.220,
49,479253.175,2369847.713,12.360,
50,479249.436,2369824.913,12.923,
51,478996.294,2369639.074,12.870,
52,478970.537,2370105.816,16.660,
53,478964.135,2370144.468,16.660,
54,478959.355,2369671.860,13.280,
55,478944.130,2369667.578,13.030,
56,478935.080,2369655.100,13.780,
57,478954.725,2369643.036,13.340,
58,479208.170,2369625.860,7.630,
59,479194.991,2369645.498,7.680,
60,479192.078,2369631.315,7.660,
61,479263.640,2369604.166,6.949,
62,479272.787,2369583.546,8.155,
63,479277.591,2369578.207,7.887,
64,479269.319,2369573.265,8.834,
65,479137.664,2369543.614,9.560,
66,479251.814,2369518.762,8.104,
67,478926.874,2369512.839,9.070,
68,478930.491,2369482.122,8.610,
69,478786.872,2370329.672,19.657,
70,478916.220,2369500.472,10.010,
71,478711.709,2369937.018,16.464,
72,478724.662,2369931.667,16.740,
73,478709.610,2369941.347,16.479,
74,478708.123,2369962.584,16.647,
75,478703.906,2369955.269,16.712,
76,478699.129,2369941.909,16.224,
77,478688.606,2369934.066,16.054,
78,478707.991,2369927.813,16.242,
79,478697.082,2369915.690,16.140,
80,478717.053,2369910.138,16.198,
81,478707.208,2369910.116,15.978,
82,478712.519,2369904.529,16.206,
83,478712.936,2369900.119,15.702,
84,478706.132,2369906.056,15.329,
85,478708.853,2369903.383,15.572,
86,478718.249,2369895.958,15.950,
87,478715.630,2369892.422,15.224,
88,478721.485,2369882.593,15.149,
89,477772.886,2369898.273,16.720,
90,478311.288,2369887.994,16.120,
91,478077.757,2369860.839,16.760,
92,478082.840,2369834.369,16.730,
93,478060.899,2369832.157,9.720,
94,478070.258,2369828.246,10.540,
95,478044.736,2369880.669,16.822,
96,479038.964,2369827.990,12.122,
97,479016.659,2370362.253,16.560,
98,479087.210,2369870.983,11.577,
99,479080.989,2369867.960,11.343,
100,479078.396,2369869.925,11.445,
101,479073.517,2369869.450,11.134,
102,479073.071,2369863.846,11.329,
103,479058.772,2369863.788,11.167,
104,479054.665,2369858.016,11.693,
105,479051.186,2369864.291,11.331,
106,479064.413,2369856.379,11.325,
107,479053.465,2369853.774,11.587,
108,479047.851,2369852.360,11.749,
109,479049.946,2369845.529,12.004,
110,479047.831,2369836.892,12.179,
111,479037.226,2369844.036,12.235,
112,479019.758,2369839.697,12.328,
113,479067.401,2369834.882,11.391,
114,479015.031,2369833.950,12.206,
115,479008.272,2369821.759,12.431,
116,479063.446,2369821.430,11.362,
117,478032.856,2369817.533,14.152,
118,478028.493,2369874.783,16.820,
119,478019.706,2369883.999,16.841,
120,478008.901,2369894.853,16.902,
121,478008.549,2369880.024,16.869,
122,478089.435,2369804.387,16.680,
123,477941.309,2369801.904,14.909,
124,479087.864,2369800.314,10.642,
125,477951.781,2369799.094,14.651,
126,479091.976,2369798.602,10.724,
127,478007.617,2369796.789,13.855,
128,477986.798,2369794.635,13.684,
129,477985.271,2369811.437,14.008,
130,477946.773,2369818.355,15.774,
131,477931.196,2369832.342,15.935,
132,477932.174,2369818.380,16.042,
133,477916.956,2369814.783,16.172,
134,477915.848,2369793.905,15.667,
135,479082.985,2369793.090,10.637,
136,477965.955,2369792.664,14.582,
137,477912.308,2369915.441,16.886,
138,477907.401,2369900.232,16.660,
139,477971.248,2369885.468,16.651,
140,477918.940,2369884.489,16.730,
141,477908.980,2369886.630,16.610,
142,477974.486,2369869.196,16.683,
143,477939.707,2369844.519,16.414,
144,477934.163,2369874.803,16.294,
145,477944.308,2369869.172,17.426,
146,477952.227,2369859.562,16.904,
147,477944.422,2369863.684,16.349,
148,477931.803,2369857.605,16.086,
149,477898.861,2369792.219,16.783,
150,477897.461,2369795.247,16.808,
151,477905.829,2369792.116,15.895,
152,477901.595,2369790.125,16.570,
153,477936.418,2369789.828,15.300,
154,478478.039,2369789.194,14.980,
155,478077.756,2369787.205,10.131,
156,477907.819,2369786.575,15.827,
157,479092.995,2369783.330,10.625,
158,477905.196,2369780.563,16.687,
159,477938.914,2369775.672,15.184,
160,477938.869,2369774.775,15.203,
161,477882.696,2369801.234,16.331,
162,477874.070,2369814.637,16.345,
163,477858.266,2369802.706,16.297,
164,477848.937,2369886.088,16.551,
165,477834.365,2369866.864,16.340,
166,477820.989,2369873.490,16.415,
167,478065.445,2369850.271,10.780,
168,478038.304,2369862.975,14.968,
169,478015.232,2369830.356,13.929,
170,478002.591,2369821.460,14.211,
171,477972.553,2369820.781,14.338,
172,477902.950,2369911.109,16.767,
173,477896.270,2369838.888,16.408,
174,477884.726,2369902.684,16.731,
175,477871.862,2369896.848,16.625,
176,477877.132,2369886.403,16.460,
177,477899.582,2369871.677,16.650,
178,477869.743,2369858.240,16.770,
179,477869.138,2369867.973,16.570,
180,477908.075,2369858.075,16.759,
181,477866.663,2369831.352,16.416,
182,477816.780,2369819.183,16.382,
183,479100.072,2369769.457,10.457,
184,478044.287,2369769.011,13.420,
185,479102.473,2369765.031,10.424,
186,478963.544,2370177.171,16.663,
187,479088.201,2370176.242,15.251,
188,478945.854,2370175.641,17.087,
189,478912.188,2370159.617,17.720,
190,479075.697,2370149.094,12.560,
191,479059.547,2370146.432,13.450,
192,479105.492,2370140.986,11.780,
193,479088.534,2370140.017,11.980,
194,479202.541,2370126.405,11.330,
195,479184.870,2370130.690,11.400,
196,479013.894,2370311.346,16.290,
197,478962.252,2370305.820,17.200,
