1,,478890.073,2369560.049,13.687
2,,478796.872,2369610.192,14.796
3,,478796.902,2369610.221,14.796
4,,478794.126,2369615.577,14.866
5,,478795.338,2369621.054,14.703
6,,478801.319,2369619.159,14.678
7,,478788.615,2369624.712,14.794
8,,478796.951,2369630.242,14.561
9,,478794.172,2369634.333,14.725
10,,478807.436,2369619.964,14.593
11,,478812.508,2369625.479,14.641
12,,478813.737,2369630.826,14.636
13,,478818.945,2369629.796,14.504
14,,478823.401,2369638.311,14.553
15,,478825.744,2369645.012,14.579
16,,478827.824,2369652.431,14.839
17,,478821.516,2369655.811,14.783
18,,478817.904,2369650.461,14.698
19,,478814.175,2369642.633,14.515
20,,478810.144,2369635.123,14.536
21,,478802.551,2369638.889,14.551
22,,478806.968,2369648.116,14.605
23,,478812.637,2369658.937,14.701
24,,478812.782,2369667.671,14.781
25,,478827.014,2369672.939,15.033
26,,478833.451,2369671.876,14.990
27,,478841.098,2369669.146,14.959
28,,478849.056,2369665.606,14.891
29,,478855.991,2369663.975,14.709
30,,478861.503,2369658.617,14.729
31,,478858.350,2369653.310,14.784
32,,478855.719,2369647.681,14.931
33,,478846.514,2369654.199,15.485
34,,478848.825,2369661.015,14.736
35,,478839.001,2369666.586,14.688
36,,478837.293,2369661.354,15.002
37,,478830.538,2369667.935,14.933
38,,478822.550,2369659.029,16.532
39,,478827.676,2369659.352,16.357
40,,478826.373,2369654.876,16.452
41,,478831.881,2369654.478,16.268
42,,478835.238,2369658.053,16.321
43,,478841.747,2369654.793,15.915
44,,478839.787,2369650.951,15.973
45,,478848.355,2369649.104,16.130
46,,478855.260,2369646.685,15.802
47,,478855.791,2369647.308,15.034
48,,478848.983,2369650.644,15.252
49,,478838.148,2369658.439,15.167
50,,478827.804,2369661.082,15.408
51,,478820.746,2369661.072,15.465
52,,478821.029,2369657.135,15.187
53,,478825.905,2369653.543,15.338
54,,478835.860,2369651.016,15.231
55,,478845.746,2369647.099,15.139
56,,478854.344,2369646.062,15.067
57,,478834.553,2369672.488,15.528
58,,478844.799,2369668.299,15.317
59,,478855.481,2369665.585,15.056
60,,478858.712,2369669.214,15.147
61,,478848.144,2369675.247,15.359
62,,478840.964,2369679.210,15.515
63,,478846.244,2369686.069,15.569
64,,478851.942,2369679.850,15.462
65,,478858.765,2369672.329,15.229
66,,478866.442,2369637.048,14.469
67,,478872.957,2369624.970,14.401
68,,478878.109,2369605.991,14.279
69,,478883.542,2369589.128,14.301
70,,478890.702,2369584.158,14.578
71,,478901.913,2369587.023,14.080
72,,478898.798,2369596.781,14.480
73,,478898.031,2369605.257,14.205
74,,478895.884,2369615.525,14.657
75,,478893.778,2369626.971,14.818
76,,478896.115,2369581.226,14.449
77,,478900.682,2369585.395,14.337
78,,478907.579,2369583.108,12.598
79,,478917.927,2369583.493,12.409
80,,478929.079,2369584.362,12.208
81,,478938.918,2369586.030,12.198
82,,478948.369,2369588.885,11.728
83,,478956.666,2369587.807,12.259
84,,478957.405,2369581.054,11.987
85,,478959.820,2369572.232,12.028
86,,478961.786,2369563.726,12.018
87,,478957.686,2369559.803,11.029
88,,478955.076,2369570.956,11.130
89,,478952.725,2369580.302,11.405
90,,478946.422,2369575.834,11.033
91,,478948.802,2369566.055,11.021
92,,478951.513,2369556.523,10.906
93,,478946.027,2369554.567,10.949
94,,478942.849,2369564.887,11.046
95,,478941.866,2369574.866,11.073
96,,478948.625,2369547.243,10.991
97,,478953.711,2369536.873,10.719
98,,478957.670,2369527.616,10.602
99,,478962.759,2369519.302,10.742
100,,478968.841,2369522.130,10.375
101,,478963.423,2369533.628,10.451
102,,478958.465,2369544.223,10.724
103,,478963.158,2369549.765,11.308
104,,478966.981,2369540.861,11.076
105,,478969.984,2369530.050,10.785
106,,478976.648,2369523.777,10.657
107,,478989.008,2369525.364,10.997
