1,478673.292,2369662.524,18.968,
2,478678.379,2369668.702,19.243,
3,478685.444,2369676.034,19.432,
4,478693.477,2369685.316,19.378,
5,478702.795,2369695.220,19.253,
6,478711.091,2369704.416,18.998,
7,478719.775,2369714.192,18.918,
8,478727.611,2369723.180,18.831,
9,478733.029,2369729.645,18.733,
10,478738.377,2369735.557,18.815,
11,478740.081,2369724.147,18.867,
12,478731.916,2369716.518,18.901,
13,478723.562,2369708.215,19.029,
14,478714.973,2369699.946,19.132,
15,478706.883,2369691.524,19.247,
16,478698.012,2369682.307,19.467,
17,478690.699,2369673.932,19.358,
18,478682.842,2369664.353,18.534,
19,478677.383,2369657.080,17.625,
20,478685.215,2369660.366,18.440,
21,478686.114,2369661.294,19.432,
22,478685.483,2369663.449,19.412,
23,478687.767,2369666.046,19.403,
24,478689.456,2369668.856,19.343,
25,478693.623,2369669.262,19.363,
26,478703.069,2369670.073,19.390,
27,478711.558,2369671.247,19.281,
28,478718.358,2369671.276,19.218,
29,478717.583,2369675.617,19.112,
30,478723.390,2369680.889,19.074,
31,478702.017,2369675.571,19.373,
32,478711.048,2369681.632,19.313,
33,478716.936,2369689.760,19.201,
34,478724.081,2369697.928,19.047,
35,478730.283,2369689.405,19.020,
36,478733.013,2369690.865,19.018,
37,478730.077,2369701.512,19.024,
38,478733.782,2369708.375,18.954,
39,478742.608,2369709.449,18.836,
40,478741.980,2369716.952,18.838,
41,478747.483,2369704.465,18.674,
42,478749.214,2369696.569,18.777,
43,478755.491,2369694.596,18.834,
44,478755.898,2369707.674,18.617,
45,478752.173,2369717.914,18.670,
46,478749.855,2369723.473,18.783,
47,478760.404,2369728.815,18.627,
48,478762.915,2369716.701,18.622,
49,478763.828,2369709.155,18.797,
50,478760.672,2369706.410,18.832,
51,478766.857,2369716.475,18.828,
52,478770.072,2369722.448,18.872,
53,478773.295,2369728.543,18.833,
54,478767.533,2369702.403,18.098,
55,478770.146,2369695.683,18.024,
56,478771.842,2369686.980,18.029,
57,478776.830,2369684.481,18.048,
58,478777.142,2369692.702,17.971,
59,478774.837,2369701.914,18.083,
60,478771.490,2369712.116,18.113,
61,478769.074,2369722.124,18.816,
62,478765.205,2369730.159,18.456,
63,478771.869,2369735.280,18.419,
64,478770.426,2369739.377,18.470,
65,478767.461,2369745.953,18.619,
66,478775.100,2369728.018,18.477,
67,478778.745,2369718.496,18.086,
68,478783.871,2369707.508,18.023,
69,478787.891,2369696.964,17.941,
70,478789.439,2369692.624,17.706,
71,478786.146,2369688.826,17.778,
72,478791.546,2369689.854,17.422,
73,478793.446,2369683.208,17.241,
74,478795.613,2369675.132,17.224,
75,478796.960,2369674.567,16.756,
76,478802.234,2369672.317,16.432,
77,478801.376,2369680.203,16.739,
78,478800.782,2369681.830,17.248,
79,478799.678,2369684.725,17.275,
80,478796.633,2369691.076,17.427,
81,478794.609,2369698.038,17.563,
82,478794.216,2369699.243,17.794,
83,478790.434,2369709.843,17.881,
84,478786.905,2369719.406,17.923,
85,478783.187,2369730.318,18.027,
86,478781.067,2369741.243,18.208,
87,478793.190,2369742.239,17.832,
88,478793.689,2369734.206,17.928,
89,478795.680,2369727.763,17.823,
90,478798.349,2369720.641,17.830,
91,478801.449,2369712.003,17.828,
92,478802.378,2369709.167,17.724,
93,478803.379,2369707.622,17.482,
94,478807.152,2369698.286,17.402,
95,478810.914,2369693.134,17.339,
96,478811.726,2369692.122,16.916,
97,478817.652,2369682.777,16.615,
98,478821.272,2369672.969,16.414,
99,478812.898,2369672.567,16.451,
100,478809.880,2369668.606,16.414,
101,478828.186,2369673.647,16.522,
102,478825.502,2369681.490,16.557,
103,478822.818,2369690.123,16.619,
104,478816.492,2369698.135,16.904,
105,478823.649,2369704.648,16.962,
106,478827.892,2369696.921,16.608,
107,478832.395,2369688.584,16.475,
108,478839.252,2369681.844,16.316,
109,478843.666,2369687.366,16.310,
110,478838.158,2369695.221,16.425,
111,478833.757,2369701.863,16.598,
112,478828.388,2369709.638,16.902,
113,478837.883,2369707.697,16.685,
114,478841.479,2369700.103,16.483,
115,478846.044,2369690.593,16.345,
116,478849.065,2369699.505,16.386,
117,478843.261,2369704.982,16.493,
118,478842.312,2369710.116,16.806,
119,478814.752,2369699.232,17.279,
120,478809.881,2369704.334,17.400,
121,478805.961,2369713.384,17.726,
122,478802.529,2369721.172,17.738,
123,478800.261,2369728.833,17.772,
124,478798.147,2369736.383,17.780,
125,478796.827,2369741.780,17.796,
126,478802.463,2369741.642,17.727,
127,478803.809,2369736.960,17.698,
128,478806.324,2369729.780,17.713,
129,478809.403,2369721.729,17.679,
130,478810.503,2369718.374,17.454,
131,478812.757,2369712.781,17.378,
132,478815.320,2369708.907,17.308,
133,478818.738,2369702.990,17.318,
134,478819.443,2369710.867,17.349,
135,478823.151,2369712.949,17.277,
136,478821.702,2369717.957,17.334,
137,478819.450,2369725.523,17.330,
138,478815.282,2369721.558,17.363,
139,478816.721,2369731.257,17.600,
140,478812.292,2369737.593,17.620,
141,478807.721,2369743.105,17.640,
142,478804.121,2369738.132,17.754,
143,478814.003,2369747.576,17.562,
144,478816.047,2369742.493,17.524,
145,478821.336,2369738.239,17.557,
146,478826.846,2369742.856,17.457,
147,478823.173,2369747.144,17.416,
148,478821.215,2369751.424,17.475,
149,478827.718,2369756.139,17.225,
150,478830.081,2369752.776,17.219,
151,478834.152,2369752.207,17.128,
152,478836.060,2369758.389,17.055,
153,478837.915,2369761.320,16.908,
154,478823.555,2369734.287,17.517,
155,478826.601,2369734.599,17.433,
156,478832.262,2369728.217,17.266,
157,478825.426,2369724.589,17.296,
158,478830.054,2369716.683,17.424,
159,478835.439,2369722.925,17.172,
160,478841.034,2369721.770,17.136,
161,478847.466,2369723.827,16.948,
162,478842.180,2369720.269,17.115,
163,478832.395,2369721.388,17.226,
